Population	GeneID	Chr	Start	End	Biotype	LR.gene.max
EHG	HNF1B	17	36046435	36105237	protein_coding	1.654143
EHG	HOXB1	17	46605888	46608359	protein_coding	1.247034
EHG	HOXB13	17	46802125	46806540	protein_coding	3.591478
EHG	HOXB2	17	46618256	46623441	protein_coding	1.247034
EHG	HOXB3	17	46626232	46682274	protein_coding	1.247034
EHG	HOXB4	17	46652875	46657473	protein_coding	1.247034
EHG	HOXB5	17	46668619	46671323	protein_coding	1.247034
EHG	HOXB6	17	46671639	46682354	protein_coding	1.226068
EHG	HOXB7	17	46684594	46710934	protein_coding	1.226068
EHG	HOXB8	17	46688739	46692478	protein_coding	1.226068
EHG	HOXB9	17	46698518	46703839	protein_coding	1.226068
EHG	HS3ST3A1	17	13399006	13505244	protein_coding	1.359759
EHG	HS3ST3B1	17	14204400	14252721	protein_coding	2.399856
EHG	HSD17B1	17	40701232	40707231	protein_coding	0.067222
EHG	HSF5	17	56497528	56565745	protein_coding	1.188309
EHG	HSPB9	17	40274756	40275371	protein_coding	1.821201
EHG	ICAM2	17	62079954	62097994	protein_coding	1.363398
EHG	IFI35	17	41158742	41166473	protein_coding	2.240252
EHG	IFT20	17	26655352	26662515	protein_coding	2.223905
EHG	IGF2BP1	17	47074774	47133012	protein_coding	0.058018
EHG	IGFBP4	17	38599702	38613983	protein_coding	1.190502
EHG	IKZF3	17	37921198	38020441	protein_coding	3.531468
EHG	INCA1	17	4891425	4900905	protein_coding	5.643859
EHG	INPP5K	17	1397865	1420182	protein_coding	3.164307
EHG	INTS2	17	59942731	60005377	protein_coding	0.270963
EHG	ITGA2B	17	42449548	42466873	protein_coding	0.637871
EHG	ITGA3	17	48133332	48167845	protein_coding	7.273764
EHG	ITGAE	17	3617922	3704537	protein_coding	1.31382
EHG	ITGB3	17	45331212	45421658	protein_coding	2.066894
EHG	ITGB4	17	73717408	73753899	protein_coding	0.78633
EHG	JMJD6	17	74708919	74722866	protein_coding	2.557342
EHG	JUP	17	39775692	39943183	protein_coding	0.636822
EHG	KANSL1	17	44107282	44302733	protein_coding	2.041336
EHG	KAT2A	17	40265126	40273376	protein_coding	1.821201
EHG	KAT7	17	47865917	47906458	protein_coding	1.322832
EHG	KCNAB3	17	7825177	7833121	protein_coding	1.21448
EHG	KCNH4	17	40308909	40333296	protein_coding	1.821201
EHG	KCNH6	17	61600695	61626338	protein_coding	1.387842
EHG	KCNJ12	17	21279509	21323179	protein_coding	2.61955
EHG	KCNJ16	17	68049570	68131749	protein_coding	2.032939
EHG	KCNJ2	17	68164814	68176189	protein_coding	1.288923
EHG	KCTD11	17	7255208	7258258	protein_coding	1.490259
EHG	KCTD2	17	73028670	73061984	protein_coding	2.952107
EHG	KDM6B	17	7743222	7758114	protein_coding	1.296547
EHG	KIAA0100	17	26941458	26972472	protein_coding	0
EHG	KIAA0753	17	6481468	6544247	protein_coding	0.94499
EHG	KIF18B	17	43002077	43025082	protein_coding	1.610829
EHG	KIF19	17	72322349	72351959	protein_coding	3.000494
EHG	KIF1C	17	4901243	4931696	protein_coding	5.643859
EHG	KIF2B	17	51900239	51902573	protein_coding	0.870376
EHG	KLHL10	17	39991937	40004636	protein_coding	2.394026
EHG	KLHL11	17	40009797	40021684	protein_coding	2.705557
EHG	KPNA2	17	66031635	66042958	protein_coding	0
EHG	KPNB1	17	45726842	45762871	protein_coding	0.940573
EHG	KRBA2	17	8271955	8280029	protein_coding	2.518144
EHG	KRT10	17	38974369	38978847	protein_coding	1.679382
EHG	KRT12	17	39017555	39023462	protein_coding	0.111484
EHG	KRT13	17	39657233	39661957	protein_coding	3.266901
EHG	KRT14	17	39738531	39743173	protein_coding	0.868102
EHG	KRT15	17	39669995	39678781	protein_coding	3.266901
EHG	KRT16	17	39766030	39772151	protein_coding	0.868102
EHG	KRT17	17	39775689	39781094	protein_coding	0.594409
EHG	KRT19	17	39679869	39684560	protein_coding	3.266901
EHG	KRT20	17	39032193	39041479	protein_coding	1.227109
EHG	KRT222	17	38810917	38821433	protein_coding	0.736253
EHG	KRT23	17	39078948	39093886	protein_coding	1.227109
EHG	KRT24	17	38854243	38860002	protein_coding	0.941816
EHG	KRT25	17	38904273	38911584	protein_coding	1.679382
EHG	KRT26	17	38922490	38928414	protein_coding	1.679382
EHG	KRT27	17	38933060	38938786	protein_coding	1.679382
EHG	KRT28	17	38948455	38956211	protein_coding	1.679382
EHG	KRT31	17	39549976	39553844	protein_coding	2.704602
EHG	KRT32	17	39616063	39623681	protein_coding	3.266901
EHG	KRT33A	17	39502344	39507064	protein_coding	6.318786
EHG	KRT33B	17	39519746	39526052	protein_coding	6.193037
EHG	KRT34	17	39533902	39538655	protein_coding	5.142783
EHG	KRT35	17	39632941	39637392	protein_coding	3.266901
EHG	KRT36	17	39642388	39648798	protein_coding	3.266901
EHG	KRT37	17	39577005	39580775	protein_coding	2.361241
EHG	KRT38	17	39592698	39597173	protein_coding	2.361241
EHG	KRT39	17	39114669	39123144	protein_coding	1.227109
EHG	KRT40	17	39133968	39143387	protein_coding	0.859641
EHG	KRT9	17	39722096	39728310	protein_coding	0.868102
EHG	KRTAP1-1	17	39196811	39197713	protein_coding	0.859641
EHG	KRTAP1-3	17	39190142	39191107	protein_coding	0.859641
EHG	KRTAP1-4	17	39185949	39186356	protein_coding	0.859641
EHG	KRTAP1-5	17	39182278	39183454	protein_coding	0.859641
EHG	KRTAP16-1	17	39463952	39465505	protein_coding	6.318786
EHG	KRTAP17-1	17	39471173	39471947	protein_coding	6.318786
EHG	KRTAP2-1	17	39202793	39203568	protein_coding	0
EHG	KRTAP2-2	17	39210750	39211482	protein_coding	0
EHG	KRTAP2-3	17	39215495	39216344	protein_coding	0
EHG	KRTAP2-4	17	39221369	39222131	protein_coding	0
EHG	KRTAP29-1	17	39458078	39459103	protein_coding	6.318786
EHG	KRTAP3-1	17	39164773	39175576	protein_coding	0.859641
EHG	KRTAP3-2	17	39155447	39156138	protein_coding	0.859641
EHG	KRTAP3-3	17	39149686	39150385	protein_coding	0.859641
EHG	KRTAP4-1	17	39340354	39341594	protein_coding	2.7113
EHG	KRTAP4-11	17	39273433	39274606	protein_coding	0
EHG	KRTAP4-12	17	39279343	39280419	protein_coding	0
EHG	KRTAP4-2	17	39333698	39334460	protein_coding	2.055453
EHG	KRTAP4-3	17	39323484	39324424	protein_coding	1.135079
EHG	KRTAP4-4	17	39315910	39316983	protein_coding	0.833771
EHG	KRTAP4-5	17	39305178	39306054	protein_coding	0.833771
EHG	KRTAP4-6	17	39295685	39296739	protein_coding	0.833771
EHG	KRTAP4-7	17	39240459	39241396	protein_coding	0
EHG	KRTAP4-8	17	39253233	39254393	protein_coding	0
EHG	KRTAP4-9	17	39261584	39262740	protein_coding	0
EHG	KRTAP9-1	17	39344697	39346891	protein_coding	3.082889
EHG	KRTAP9-2	17	39382900	39383904	protein_coding	4.436042
EHG	KRTAP9-3	17	39388715	39389705	protein_coding	4.436042
EHG	KRTAP9-4	17	39405939	39406904	protein_coding	5.793137
EHG	KRTAP9-6	17	39421591	39422893	protein_coding	6.318786
EHG	KRTAP9-7	17	39431911	39432949	protein_coding	6.318786
EHG	KRTAP9-8	17	39394297	39395256	protein_coding	4.436042
EHG	KRTAP9-9	17	39411636	39412616	protein_coding	6.26007
EHG	KSR1	17	25783670	25953461	protein_coding	2.775607
EHG	LASP1	17	37026112	37078023	protein_coding	0.858701
EHG	LGALS3BP	17	76967320	76976191	protein_coding	0.841447
EHG	LGALS9	17	25956824	25976586	protein_coding	2.775607
EHG	LGALS9B	17	20352708	20370852	protein_coding	0
EHG	LGALS9C	17	18380051	18398259	protein_coding	0.000586
EHG	LHX1	17	35294084	35301917	protein_coding	0.801935
EHG	LIG3	17	33307513	33332083	protein_coding	0.756576
EHG	LIMD2	17	61773262	61778532	protein_coding	0.067222
EHG	LINC00324	17	8123960	8127361	lincRNA	2.898281
EHG	LINC00469	17	71746469	71824659	lincRNA	9.880297
EHG	LINC00482	17	79277571	79283048	lincRNA	2.874641
EHG	LINC00511	17	70319264	70636611	lincRNA	3.42647
EHG	LINC00670	17	12453099	12546171	lincRNA	1.473503
EHG	LINC00671	17	41026687	41050751	lincRNA	0.969684
EHG	LINC00672	17	37081421	37084310	lincRNA	0.71054
EHG	LINC00910	17	41447213	41466567	lincRNA	1.703078
EHG	LINC00974	17	39705858	39710747	lincRNA	3.266901
EHG	LINC01028	17	68047418	68064236	lincRNA	2.032939
EHG	LINC01152	17	70026432	70034889	lincRNA	1.238764
EHG	LLGL1	17	18128901	18148189	protein_coding	1.199352
EHG	LLGL2	17	73521161	73571289	protein_coding	4.816432
EHG	LPO	17	56295909	56345879	protein_coding	2.155718
EHG	LRRC37A	17	44370099	44415160	protein_coding	0.44045
EHG	LRRC37A2	17	44588877	44633016	protein_coding	0
EHG	LRRC37A3	17	62850430	62915598	protein_coding	2.39079
EHG	LRRC37B	17	30334891	30380523	protein_coding	2.817582
EHG	LRRC3C	17	38097727	38101000	protein_coding	1.942082
EHG	LRRC45	17	79981178	79989027	protein_coding	2.409327
EHG	LRRC46	17	45908993	45915079	protein_coding	1.317147
EHG	LRRC59	17	48452420	48474914	protein_coding	1.337881
EHG	LSM12	17	42112003	42144987	protein_coding	2.340406
EHG	LUC7L3	17	48796905	48833574	protein_coding	1.201888
EHG	LYRM9	17	26205340	26221778	protein_coding	0.955106
EHG	LYZL6	17	34261522	34270703	protein_coding	12.186393
EHG	MAFG	17	79876146	79885590	protein_coding	1.651576
EHG	MAP2K3	17	21187984	21218552	protein_coding	1.308929
EHG	MAP2K4	17	11924141	12047147	protein_coding	1.327865
EHG	MAP2K6	17	67410839	67539472	protein_coding	1.679585
EHG	MAP3K3	17	61699775	61773663	protein_coding	0.337482
EHG	MAPK7	17	19281034	19286857	protein_coding	1.456835
EHG	MAPT	17	43971748	44105700	protein_coding	2.041336
EHG	MARCH10	17	60778675	60885705	protein_coding	1.976521
EHG	MBTD1	17	49254786	49337524	protein_coding	1.204735
EHG	MED1	17	37560538	37607539	protein_coding	0.145284
EHG	MED11	17	4634723	4636905	protein_coding	1.257812
EHG	MED13	17	60019966	60142643	protein_coding	4.504666
EHG	MED24	17	38175350	38217468	protein_coding	3.204668
EHG	MED31	17	6546635	6554954	protein_coding	0.796771
EHG	MED9	17	17380300	17396540	protein_coding	4.295386
EHG	MEOX1	17	41717756	41739322	protein_coding	1.660209
EHG	METRNL	17	81037567	81052864	protein_coding	1.31843
EHG	METTL16	17	2308856	2415185	protein_coding	3.049508
EHG	METTL23	17	74722912	74730018	protein_coding	2.557342
EHG	METTL2A	17	60501228	60527454	protein_coding	1.390959
EHG	MFAP4	17	19286755	19290553	protein_coding	1.456835
EHG	MFSD11	17	74731947	74777531	protein_coding	1.419419
EHG	MFSD6L	17	8700436	8702667	protein_coding	1.959215
EHG	MGAT5B	17	74864538	74946475	protein_coding	3.320756
EHG	MIEF2	17	18163848	18169866	protein_coding	1.199352
EHG	MIEN1	17	37884749	37887040	protein_coding	1.153156
EHG	MIF4GD	17	73262309	73267308	protein_coding	5.003359
EHG	MILR1	17	62461569	62464760	protein_coding	1.37801
EHG	MINK1	17	4736683	4801356	protein_coding	1.312588
EHG	MIR10A	17	46656992	46659621	miRNA	1.247034
EHG	MIR1180	17	19247819	19247887	miRNA	1.456835
EHG	MIR1203	17	46233789	46233873	miRNA	3.372742
EHG	MIR1250	17	79106996	79107108	miRNA	3.422444
EHG	MIR1253	17	2651372	2651476	miRNA	1.173885
EHG	MIR1269B	17	12820585	12820659	miRNA	3.44484
EHG	MIR1288	17	16185328	16185402	miRNA	0.292662
EHG	MIR132	17	1953202	1953302	miRNA	1.685396
EHG	MIR142	17	56408245	56409869	miRNA	2.155718
EHG	MIR144	17	27188090	27188984	lincRNA	1.750997
EHG	MIR152	17	46114527	46114613	miRNA	2.643067
EHG	MIR193A	17	29887015	29887102	miRNA	0.760119
EHG	MIR196A1	17	46709852	46709921	miRNA	1.226068
EHG	MIR21	17	57918627	57918698	miRNA	6.139553
EHG	MIR2117	17	41522075	41528568	lincRNA	1.406681
EHG	MIR212	17	1953565	1953674	miRNA	1.685396
EHG	MIR22HG	17	1614805	1620468	lincRNA	1.262515
EHG	MIR2909	17	35391042	35391110	miRNA	1.05607
EHG	MIR301A	17	57228497	57228582	miRNA	0.61443
EHG	MIR3064	17	62496891	62496957	miRNA	1.37801
EHG	MIR3065	17	79099677	79099755	miRNA	3.422444
EHG	MIR3183	17	925716	925799	miRNA	1.41605
EHG	MIR3185	17	46801770	46801837	miRNA	3.591478
EHG	MIR3186	17	79418130	79418214	miRNA	2.003437
EHG	MIR324	17	7126616	7126698	miRNA	1.801431
EHG	MIR338	17	79099677	79099755	miRNA	3.422444
EHG	MIR33B	17	17717150	17717245	miRNA	3.262843
EHG	MIR3614	17	54968631	54968716	miRNA	1.308947
EHG	MIR3615	17	72744752	72744838	miRNA	1.485308
EHG	MIR365B	17	29902430	29902540	miRNA	0.760119
EHG	MIR3678	17	73402150	73402243	miRNA	5.796594
EHG	MIR423	17	28444097	28444190	miRNA	2.950095
EHG	MIR4314	17	7991374	7991465	miRNA	1.600686
EHG	MIR4316	17	75393066	75393136	miRNA	3.661512
EHG	MIR451A	17	27188090	27188984	lincRNA	1.750997
EHG	MIR451B	17	27188090	27188984	lincRNA	1.750997
EHG	MIR4522	17	25620936	25621022	miRNA	0.993489
EHG	MIR4523	17	27717680	27717748	miRNA	0.966495
EHG	MIR4524A	17	67095683	67095797	miRNA	1.241946
EHG	MIR4524B	17	67095683	67095797	miRNA	1.241946
EHG	MIR4525	17	80626109	80626183	miRNA	2.23785
EHG	MIR454	17	57215119	57215233	miRNA	0.61443
EHG	MIR4723	17	26687677	26687757	miRNA	2.223905
EHG	MIR4724	17	29861901	29861989	miRNA	1.990378
EHG	MIR4725	17	29902288	29902377	miRNA	0.760119
EHG	MIR4726	17	36875944	36876001	miRNA	1.332279
EHG	MIR4727	17	36982091	36982145	miRNA	0.971684
EHG	MIR4728	17	37882748	37882814	miRNA	0.932493
EHG	MIR4729	17	57443444	57443515	miRNA	3.595885
EHG	MIR4730	17	78393218	78393293	miRNA	1.390019
EHG	MIR4731	17	15154944	15155013	miRNA	1.261101
EHG	MIR4732	17	27188090	27188984	lincRNA	1.750997
EHG	MIR4733	17	29421368	29421443	miRNA	0
EHG	MIR4734	17	36858515	36858584	miRNA	1.192689
EHG	MIR4736	17	56413337	56413383	miRNA	1.520455
EHG	MIR4737	17	58120386	58120466	miRNA	6.112831
EHG	MIR4738	17	73780602	73780688	miRNA	2.36143
EHG	MIR4739	17	77680985	77681058	miRNA	0.787095
EHG	MIR4740	17	79374516	79374578	miRNA	2.003437
EHG	MIR497HG	17	6919137	6922978	miRNA	1.86605
EHG	MIR5010	17	40666206	40666325	miRNA	0
EHG	MIR5047	17	62497332	62497431	miRNA	1.37801
EHG	MIR5089	17	45050383	45050466	miRNA	1.590225
EHG	MIR548AA2	17	65467605	65467701	miRNA	1.105958
EHG	MIR548AT	17	40646791	40646848	miRNA	0
EHG	MIR548D2	17	65467605	65467701	miRNA	1.105958
EHG	MIR548H3	17	13446846	13446963	miRNA	1.359759
EHG	MIR632	17	30677128	30677221	miRNA	0
EHG	MIR633	17	61021576	61021673	miRNA	1.556487
EHG	MIR634	17	64783190	64783286	miRNA	3.368998
EHG	MIR635	17	66420592	66420689	miRNA	4.063594
EHG	MIR636	17	74732532	74732630	miRNA	1.419419
EHG	MIR657	17	79099076	79099173	miRNA	3.422444
EHG	MIR744	17	11985216	11985313	miRNA	1.327865
EHG	MIS12	17	5389605	5394134	protein_coding	1.693785
EHG	MKS1	17	56282803	56296966	protein_coding	1.105506
EHG	MLLT6	17	36861795	36886056	protein_coding	1.332279
EHG	MLX	17	40719086	40725257	protein_coding	0.908541
EHG	MMD	17	53469974	53499353	protein_coding	1.473681
EHG	MMP28	17	34083268	34122711	protein_coding	4.516427
EHG	MNT	17	2287354	2304412	protein_coding	1.478268
EHG	MPDU1	17	7486847	7496107	protein_coding	1.77948
EHG	MPO	17	56347217	56358296	protein_coding	2.155718
EHG	MPP2	17	41952725	41987068	protein_coding	1.251973
EHG	MPP3	17	41878167	41910538	protein_coding	1.704098
EHG	MPRIP	17	16945859	17120993	protein_coding	2.595964
EHG	MRC2	17	60704762	60770958	protein_coding	1.976521
EHG	MRM1	17	34958001	34965407	protein_coding	2.841887
EHG	MRPL10	17	45900638	45908900	protein_coding	1.317147
EHG	MRPL12	17	79670387	79674556	protein_coding	2.211118
EHG	MRPL27	17	48445218	48450575	protein_coding	1.337881
EHG	MRPL38	17	73894724	73905899	protein_coding	1.297006
EHG	MRPL45	17	36452989	36479101	protein_coding	1.071718
EHG	MRPS23	17	55916842	55927417	protein_coding	1.723184
EHG	MRPS7	17	73257755	73262454	protein_coding	4.835439
EHG	MSI2	17	55333212	55762046	protein_coding	3.927077
EHG	MSL1	17	38278551	38293042	protein_coding	3.204668
EHG	MTMR4	17	56566898	56595266	protein_coding	0.850855
EHG	MTRNR2L1	17	22022437	22023991	protein_coding	0.90405
EHG	MXRA7	17	74668633	74707098	protein_coding	2.557342
EHG	MYADML2	17	79897521	79905109	protein_coding	0.831875
EHG	MYBBP1A	17	4442192	4458926	protein_coding	1.779542
EHG	MYCBPAP	17	48585745	48608862	protein_coding	2.057647
EHG	MYH1	17	10395624	10421860	protein_coding	0.319786
EHG	MYH10	17	8377523	8534079	protein_coding	0.882432
EHG	MYH13	17	10201401	10276447	protein_coding	7.334601
EHG	MYH2	17	10424465	10453274	protein_coding	0.645793
EHG	MYH3	17	10531843	10560626	protein_coding	1.152506
EHG	MYH4	17	10346607	10372876	protein_coding	3.342548
EHG	MYH8	17	10293639	10325267	protein_coding	7.334601
EHG	MYL4	17	45277812	45301045	protein_coding	2.066894
EHG	MYO15A	17	18012020	18083116	protein_coding	2.27502
EHG	MYO15B	17	73584139	73622929	protein_coding	1.662603
EHG	MYO18A	17	27400528	27507430	protein_coding	4.719866
EHG	MYO19	17	34851477	34899284	protein_coding	0.638296
EHG	MYO1C	17	1367392	1396106	protein_coding	3.164307
EHG	MYO1D	17	30819540	31204195	protein_coding	2.359275
EHG	MYOCD	17	12569207	12672266	protein_coding	1.449788
EHG	NACA2	17	59667794	59668563	protein_coding	0.050978
EHG	NAGLU	17	40688190	40696467	protein_coding	0.0672
EHG	NAGS	17	42081914	42086431	protein_coding	2.340406
EHG	NARF	17	80416056	80448413	protein_coding	1.739278
EHG	NAT9	17	72766686	72772506	protein_coding	1.485308
EHG	NBR1	17	41322498	41363708	protein_coding	1.234161
EHG	NCOR1	17	15932471	16121499	protein_coding	1.765791
EHG	NDEL1	17	8316449	8393729	protein_coding	2.518144
EHG	NEK8	17	27052915	27070473	protein_coding	2.543144
EHG	NEURL4	17	7218947	7232712	protein_coding	1.490259
EHG	NEUROD2	17	37759789	37766030	protein_coding	2.7828
EHG	NF1	17	29421945	29709134	protein_coding	1.17797
EHG	NFE2L1	17	46125691	46138849	protein_coding	2.643067
EHG	NGFR	17	47572655	47592379	protein_coding	1.355252
EHG	NKIRAS2	17	40163400	40177659	protein_coding	2.487732
EHG	NLE1	17	33455772	33469334	protein_coding	0.171842
EHG	NLGN2	17	7308193	7323179	protein_coding	3.734974
EHG	NLK	17	26368763	26523407	protein_coding	1.835521
EHG	NLRP1	17	5402747	5522744	protein_coding	1.693785
EHG	NME1	17	49230897	49239789	protein_coding	1.204735
EHG	NME1-NME2	17	49230920	49249108	protein_coding	1.204735
EHG	NME2	17	49230951	49249105	protein_coding	1.204735
EHG	NMT1	17	43128978	43186384	protein_coding	2.122615
EHG	NOG	17	54671060	54672951	protein_coding	1.35982
EHG	NOL11	17	65713949	65740647	protein_coding	0.06793
EHG	NOS2	17	26083792	26127525	protein_coding	2.336937
EHG	NOTUM	17	79910388	79919716	protein_coding	1.81727
EHG	NPB	17	79858621	79860781	protein_coding	1.651576
EHG	NPEPPS	17	45600308	45700642	protein_coding	0.067222
EHG	NPLOC4	17	79523913	79615495	protein_coding	2.06811
EHG	NPTX1	17	78440948	78451643	protein_coding	1.390019
EHG	NR1D1	17	38249040	38256978	protein_coding	3.204668
EHG	NSF	17	44668035	44834830	protein_coding	2.012087
EHG	NSRP1	17	28442539	28513493	protein_coding	2.959194
EHG	NT5C	17	73126320	73127890	protein_coding	3.59727
EHG	NT5C3B	17	39981335	39992523	protein_coding	0.688608
EHG	NT5M	17	17206649	17250977	protein_coding	1.910774
EHG	NTN1	17	8924859	9147317	protein_coding	5.038996
EHG	NUFIP2	17	27582854	27621136	protein_coding	0.945613
EHG	NUP85	17	73201754	73231853	protein_coding	4.611151
EHG	NUP88	17	5264258	5323480	protein_coding	1.693123
EHG	NXN	17	702553	883010	protein_coding	4.351257
EHG	NXPH3	17	47653220	47661189	protein_coding	0.068846
EHG	ODF4	17	8243182	8249364	protein_coding	2.518144
EHG	OGFOD3	17	80347099	80376513	protein_coding	2.564087
EHG	OMG	17	29599031	29624557	protein_coding	0.422422
EHG	OR1A1	17	3118915	3119844	protein_coding	1.224569
EHG	OR1A2	17	3100813	3101742	protein_coding	2.809163
EHG	OR1D2	17	2995352	2996290	protein_coding	6.256041
EHG	OR1D5	17	2965963	2966901	protein_coding	6.256041
EHG	OR1E1	17	3300398	3301704	protein_coding	0
EHG	OR1E2	17	3336164	3337135	protein_coding	0.360175
EHG	OR1G1	17	3029878	3030875	protein_coding	6.256041
EHG	OR3A1	17	3194929	3195876	protein_coding	0.859626
EHG	OR3A2	17	3181193	3182268	protein_coding	0.859626
EHG	OR3A3	17	3323862	3324827	protein_coding	0.168489
EHG	OR4D1	17	56232494	56233517	protein_coding	1.737227
EHG	OR4D2	17	56247017	56247940	protein_coding	1.105506
EHG	ORMDL3	17	38077294	38083854	protein_coding	1.942082
EHG	OSBPL7	17	45884738	45899200	protein_coding	1.317147
EHG	OTOP2	17	72920370	72930007	protein_coding	0.463167
EHG	OTOP3	17	72931814	72946087	protein_coding	0.463167
EHG	OVCA2	17	1945327	1946724	protein_coding	1.685396
EHG	OXLD1	17	79632066	79633665	protein_coding	2.06811
EHG	P2RX1	17	3799886	3819794	protein_coding	1.037931
EHG	P2RX5	17	3575493	3599698	protein_coding	0.933183
EHG	P4HB	17	79801035	79818570	protein_coding	1.651576
EHG	PAFAH1B1	17	2496504	2588909	protein_coding	1.428477
EHG	PCGF2	17	36890150	36906070	protein_coding	1.332279
EHG	PCTP	17	53828340	53920191	protein_coding	6.748226
EHG	PCYT2	17	79858841	79869340	protein_coding	1.651576
EHG	PDE6G	17	79617489	79630142	protein_coding	2.06811
EHG	PDK2	17	48172101	48189516	protein_coding	4.14286
EHG	PELP1	17	4574679	4607632	protein_coding	1.209405
EHG	PEMT	17	17408877	17495022	protein_coding	4.27806
EHG	PER1	17	8043790	8059824	protein_coding	0.971329
EHG	PEX12	17	33901814	33905882	protein_coding	0.911481
EHG	PFAS	17	8150936	8173809	protein_coding	2.939562
EHG	PFN1	17	4848947	4852356	protein_coding	5.576801
EHG	PGAP3	17	37827375	37853050	protein_coding	1.09699
EHG	PGS1	17	76374721	76421195	protein_coding	3.816734
EHG	PHB	17	47481414	47492246	protein_coding	2.055341
EHG	PHF12	17	27232268	27278789	protein_coding	1.750997
EHG	PHF23	17	7138347	7143041	protein_coding	1.801431
EHG	PHOSPHO1	17	47300724	47308128	protein_coding	2.226963
EHG	PIGL	17	16120505	16252115	protein_coding	0.292662
EHG	PIGS	17	26880401	26898890	protein_coding	0.58784
EHG	PIGW	17	34890847	34895159	protein_coding	0.638296
EHG	PIK3R5	17	8782233	8869029	protein_coding	4.524286
EHG	PIK3R6	17	8706041	8770994	protein_coding	4.524286
EHG	PIP4K2B	17	36921942	36956379	protein_coding	1.332279
EHG	PIPOX	17	27277531	27384234	protein_coding	4.719866
EHG	PIRT	17	10725792	10741762	protein_coding	1.556761
EHG	PITPNA	17	1421012	1466110	protein_coding	3.164307
EHG	PITPNC1	17	65373575	65693372	protein_coding	1.270927
EHG	PITPNM3	17	6354584	6459814	protein_coding	2.375609
EHG	PLCD3	17	43186335	43210721	protein_coding	2.122615
EHG	PLD2	17	4710391	4726729	protein_coding	1.257812
EHG	PLD6	17	17104309	17109629	protein_coding	2.595964
EHG	PLEKHH3	17	40819932	40829048	protein_coding	2.246552
EHG	PLEKHM1	17	43513266	43568115	protein_coding	0.150213
EHG	PLXDC1	17	37219556	37310647	protein_coding	3.166514
EHG	PMP22	17	15133095	15168643	protein_coding	2.303394
EHG	PNMT	17	37824234	37826728	protein_coding	1.229637
EHG	PNPO	17	46018872	46025654	protein_coding	1.533897
EHG	POLDIP2	17	26673659	26684545	protein_coding	2.223905
EHG	POLG2	17	62473902	62493154	protein_coding	1.37801
EHG	POLR2A	17	7387685	7417933	protein_coding	2.153136
EHG	PPM1D	17	58677544	58741849	protein_coding	3.173969
EHG	PPM1E	17	56833230	57058983	protein_coding	0.957816
EHG	PPP1R1B	17	37782993	37792879	protein_coding	2.7828
EHG	PPP1R27	17	79791368	79792926	protein_coding	1.651576
EHG	PPP1R9B	17	48211104	48227991	protein_coding	2.195143
EHG	PPY	17	42018172	42019836	protein_coding	1.251973
EHG	PRAC1	17	46799084	46799884	protein_coding	3.591478
EHG	PRCD	17	74523668	74549660	protein_coding	2.405861
EHG	PRKAR1A	17	66507921	66547460	protein_coding	3.930979
EHG	PRKCA	17	64298754	64806861	protein_coding	3.368998
EHG	PROCA1	17	27030215	27038872	protein_coding	2.543144
EHG	PRPF8	17	1553923	1588176	protein_coding	1.262515
EHG	PRPSAP1	17	74305567	74380602	protein_coding	2.190994
EHG	PRPSAP2	17	18743398	18834581	protein_coding	1.945596
EHG	PRR11	17	57232860	57282066	protein_coding	0.335974
EHG	PRR15L	17	46029333	46035244	protein_coding	1.533897
EHG	PSMB3	17	36908989	36920484	protein_coding	1.332279
EHG	PSMB6	17	4699439	4701790	protein_coding	1.257812
EHG	PSMC3IP	17	40724333	40729849	protein_coding	0.908541
EHG	PSMC5	17	61904512	61909379	protein_coding	0.849108
EHG	PSMD11	17	30771279	30810336	protein_coding	2.359275
EHG	PSMD12	17	65334032	65362743	protein_coding	0.907963
EHG	PSMD3	17	38137050	38154213	protein_coding	1.681686
EHG	PSME3	17	40976402	40995774	protein_coding	1.609485
EHG	PTGES3L	17	41120105	41132545	protein_coding	2.240252
EHG	PTGES3L-AARSD1	17	41102543	41132545	protein_coding	2.240252
EHG	PTRH2	17	57751997	57784987	protein_coding	4.766898
EHG	PYCR1	17	79890260	79900288	protein_coding	0.549493
EHG	PYY	17	42030106	42081837	protein_coding	2.340406
EHG	QRICH2	17	74270130	74303761	protein_coding	2.190994
EHG	RAB11FIP4	17	29718642	29865236	protein_coding	2.421405
EHG	RAB34	17	27041299	27045447	protein_coding	2.543144
EHG	RAB37	17	72666717	72743474	protein_coding	1.485308
EHG	RAB40B	17	80612849	80656604	protein_coding	2.740962
EHG	RAB5C	17	40276994	40307035	protein_coding	1.821201
EHG	RABEP1	17	5185558	5289129	protein_coding	1.693123
EHG	RAC3	17	79989500	79992080	protein_coding	2.409327
EHG	RAD51C	17	56769934	56811703	protein_coding	0.067222
EHG	RAD51D	17	33426811	33448541	protein_coding	0.171842
EHG	RAI1	17	17584787	17714767	protein_coding	3.455317
EHG	RAMP2	17	40910465	40915059	protein_coding	1.609485
EHG	RAMP2-AS1	17	40905932	40913275	lincRNA	1.609485
EHG	RANGRF	17	8191815	8193410	protein_coding	2.939562
EHG	RAP1GAP2	17	2680350	2941033	protein_coding	5.771299
EHG	RAPGEFL1	17	38333263	38351908	protein_coding	2.850406
EHG	RARA	17	38465444	38513094	protein_coding	1.398504
EHG	RASD1	17	17397751	17399709	protein_coding	4.295386
