position	x	n	folded
215418210	14	36	1
215418796	5	12	1
215419671	2	6	1
215422927	5	24	1
215426570	3	26	1
215429425	13	19	1
215436617	13	21	1
215443789	18	28	1
215448588	1	11	1
215449417	4	7	1
215453286	2	20	1
215456074	17	21	1
215459657	7	25	1
215460136	5	14	1
215463905	9	34	1
215465324	5	12	1
215468366	10	12	1
215471232	2	6	1
215475003	7	23	1
215480395	6	39	1
215490645	2	29	1
215511379	1	2	1
215518364	2	38	1
215519374	2	3	1
215549571	1	14	1
215570581	9	23	1
215573742	1	24	1
215592251	3	9	1
215607338	1	6	1
215626738	1	31	1
215628044	2	31	1
215649097	10	15	1
215649201	1	29	1
215652468	4	29	1
215678037	2	5	1
215685194	2	32	1
215721124	8	40	1
215753355	5	10	1
215791005	19	27	1
215793834	17	28	1
215805813	4	8	1
215806449	8	23	1
215808022	1	24	1
215810420	1	35	1
215814690	8	16	1
215825167	7	13	1
215828499	2	18	1
215839090	2	11	1
215845147	5	30	1
215845984	25	30	1
215848641	35	43	1
215849347	8	30	1
215849648	1	20	1
215850892	2	36	1
215851464	7	25	1
215857775	24	31	1
215859636	9	10	1
215860464	2	35	1
215861879	32	35	1
215862899	18	19	1
215863578	1	34	1
215864582	3	36	1
215865934	3	28	1
215868047	1	10	1
215878243	9	11	1
215879081	2	40	1
215880177	2	6	1
215880685	26	28	1
215883350	5	7	1
215884095	22	27	1
215885838	3	37	1
215888712	17	18	1
215889357	3	29	1
215889410	29	37	1
215891174	18	29	1
215893063	1	7	1
215893303	3	34	1
215893559	14	21	1
215893818	4	22	1
215894886	2	27	1
215897099	2	15	1
215898222	5	35	1
215898849	4	40	1
215903907	22	28	1
215904873	26	30	1
215911852	1	2	1
215916563	2	24	1
215917843	1	7	1
215918842	9	15	1
215919848	2	11	1
215921679	1	10	1
215921956	2	17	1
215922860	4	38	1
215925167	4	7	1
215928321	20	34	1
215929795	39	42	1
215933460	4	5	1
215936900	3	30	1
215937371	1	35	1
215938022	3	4	1
215940748	3	38	1
215945571	1	36	1
215945919	4	20	1
215949606	4	44	1
215953606	1	32	1
215955937	4	27	1
215958222	5	6	1
215960167	7	33	1
215963035	4	11	1
215963374	2	4	1
215963967	2	22	1
215967857	2	35	1
215968078	10	37	1
215968551	1	27	1
215971420	7	12	1
215972795	1	3	1
215978775	27	32	1
215984094	2	21	1
215990843	21	34	1
215999616	20	29	1
216011088	1	3	1
216013077	3	6	1
216016747	3	28	1
216016851	24	34	1
216021541	21	24	1
216033967	1	17	1
216034050	3	6	1
216034321	2	34	1
216034480	2	34	1
216034753	11	13	1
216035149	15	22	1
216036476	2	20	1
216039967	10	14	1
216042727	11	17	1
216047519	1	25	1
216047658	6	16	1
216048754	8	13	1
216049911	19	36	1
216050262	5	39	1
216054086	3	24	1
216056071	2	7	1
216057058	3	9	1
216059291	5	18	1
216064841	2	14	1
216064898	4	16	1
216066680	1	7	1
216069531	2	10	1
216070254	1	27	1
216072598	4	13	1
216076263	29	32	1
216080130	5	13	1
216080155	2	5	1
216083088	3	30	1
216090175	26	34	1
216096735	1	35	1
216105191	5	28	1
216112208	3	33	1
216115551	30	36	1
216115708	36	38	1
216117840	3	18	1
216129656	4	26	1
216131101	5	38	1
216132878	1	18	1
216134295	2	17	1
216135996	8	11	1
216136620	9	25	1
216139209	8	13	1
216139575	3	11	1
216159935	4	11	1
216165271	2	5	1
216166005	16	26	1
216167644	6	21	1
216172380	11	36	1
216172740	4	12	1
216179808	13	36	1
216179889	6	15	1
216187482	26	40	1
216187744	13	32	1
216188600	5	35	1
216188698	11	31	1
216197599	2	13	1
216198015	2	6	1
216205281	18	30	1
216206499	2	34	1
216206768	12	36	1
216209482	10	24	1
216212796	16	24	1
216214461	3	15	1
216214996	2	33	1
216215741	9	12	1
216219781	11	13	1
216220364	1	8	1
216221721	25	37	1
216226853	2	31	1
216229053	2	9	1
216231298	2	18	1
216235074	18	24	1
216236311	6	7	1
216236621	23	26	1
216237728	31	37	1
216242019	1	11	1
216249570	4	8	1
216259588	17	31	1
216264294	13	24	1
216268923	5	23	1
216269176	5	29	1
216272054	21	34	1
216278962	3	10	1
216281673	7	8	1
216282495	22	28	1
216286427	4	14	1
216289915	10	29	1
216292566	9	22	1
216294879	7	20	1
216297936	12	35	1
216306127	26	33	1
216312362	2	25	1
216317495	34	35	1
216318162	4	30	1
216337447	15	24	1
216348764	13	19	1
216362024	20	22	1
216363137	16	21	1
216368414	8	31	1
216371934	4	7	1
216384908	3	6	1
216396764	11	18	1
216400022	12	39	1
216400158	21	32	1
216403499	12	33	1
216406092	1	40	1
216408154	22	35	1
216410939	8	19	1
216413725	34	35	1
216431962	4	19	1
216438500	8	17	1
216440105	3	7	1
216451110	1	38	1
216452846	14	18	1
216454483	6	9	1
216461304	9	10	1
216465882	1	23	1
216466861	22	28	1
216473745	4	26	1
216475542	7	38	1
216487215	2	33	1
216492391	4	30	1
216507537	2	22	1
216521091	1	9	1
216553024	25	30	1
216559319	5	7	1
216576698	8	12	1
216579741	8	18	1
216592003	14	19	1
216595306	16	23	1
216602134	30	36	1
216605071	16	37	1
216607549	4	32	1
216608018	2	4	1
216610142	3	4	1
216613761	4	6	1
216622208	6	12	1
216624372	17	30	1
216629416	7	11	1
216630596	3	4	1
216630824	20	24	1
216632415	9	37	1
216632660	19	34	1
216633391	3	8	1
216633575	3	8	1
216633635	3	8	1
216634428	10	29	1
216634445	23	36	1
216642697	25	29	1
216650533	1	18	1
216656646	6	14	1
216657259	2	11	1
216669038	6	13	1
216675354	4	21	1
216684880	29	30	1
216689043	26	27	1
216691287	2	36	1
216691305	32	35	1
216692002	1	17	1
216692669	2	35	1
216696488	31	37	1
216696766	1	31	1
216696927	24	34	1
216701099	22	30	1
216702336	10	11	1
216703840	10	19	1
216705965	30	31	1
216707578	17	21	1
216710465	16	24	1
216710798	30	33	1
216712755	24	28	1
216712787	4	39	1
216714314	4	23	1
216715514	8	9	1
216716320	17	28	1
216716537	12	18	1
216718378	2	3	1
216721255	17	22	1
216721362	3	34	1
216722090	21	25	1
216723383	4	28	1
216723715	1	27	1
216724215	17	22	1
216725875	14	19	1
216725983	21	28	1
216730387	19	42	1
216736138	6	19	1
216739153	5	7	1
216745245	6	8	1
216756821	5	35	1
216761107	4	8	1
216762158	8	35	1
216770160	5	35	1
216770716	34	38	1
216770751	1	39	1
216771711	2	33	1
216772629	2	13	1
216777182	27	29	1
216782321	31	32	1
216788184	7	32	1
216789386	2	16	1
216789443	5	33	1
216791605	19	21	1
216792395	30	35	1
216793953	26	32	1
216798830	1	19	1
216800699	5	37	1
216802941	1	33	1
216803839	9	17	1
216807520	33	36	1
216809879	33	37	1
216813244	16	17	1
216814562	3	32	1
216814702	2	36	1
216816881	3	29	1
216825980	12	15	1
216827026	11	13	1
216829853	1	11	1
216832989	6	38	1
216836576	4	35	1
216840371	16	21	1
216843588	4	35	1
216844423	2	18	1
216844817	26	33	1
216847041	1	3	1
216847484	1	16	1
216848771	11	15	1
216848866	21	29	1
216852176	33	38	1
216853179	13	38	1
216854126	2	6	1
216857387	8	33	1
216859823	30	36	1
216860548	19	38	1
216864023	1	27	1
216864218	14	18	1
216872178	35	40	1
216872201	13	39	1
216876221	2	13	1
216878458	4	16	1
216879359	24	27	1
216879911	37	39	1
216883643	11	37	1
216901955	5	32	1
216903455	3	37	1
216910011	1	36	1
216910585	2	36	1
216910672	2	23	1
216913261	33	35	1
216918975	1	33	1
216919617	1	37	1
216921580	1	33	1
216922364	24	25	1
216922557	4	24	1
216925330	34	35	1
216925972	1	32	1
216926414	1	23	1
216927468	6	22	1
216929090	2	21	1
216935424	1	22	1
216936881	1	16	1
216938541	9	40	1
216939785	3	40	1
216940621	2	38	1
216941624	2	30	1
216942929	3	27	1
216943125	1	16	1
216946798	2	38	1
216948530	6	40	1
216951887	1	39	1
216955051	1	39	1
216956685	2	25	1
216959401	1	12	1
216962893	1	25	1
216963060	1	34	1
216965834	1	36	1
216965856	10	36	1
216966601	17	27	1
216967991	10	36	1
216974886	32	33	1
216977610	35	37	1
216983034	35	37	1
216983409	1	38	1
216983489	1	38	1
216984496	8	9	1
216984868	1	23	1
216991606	2	3	1
216991754	9	37	1
216994412	18	19	1
216996983	11	12	1
216997113	17	19	1
217000074	3	9	1
217001114	2	33	1
217002691	22	24	1
217003419	33	34	1
217004921	16	24	1
217005202	28	30	1
217005218	18	20	1
217006749	7	19	1
217007348	4	43	1
217007399	4	32	1
217007912	9	23	1
217008849	4	17	1
217009575	5	22	1
217010118	1	38	1
217010235	7	37	1
217011057	3	37	1
217018884	26	40	1
217019565	2	18	1
217020295	3	7	1
217021466	4	39	1
217022203	1	2	1
217025729	3	37	1
217026858	4	37	1
217027897	1	18	1
217028528	3	33	1
217034049	6	25	1
217036703	1	2	1
217039867	2	4	1
217049327	3	32	1
217053815	2	21	1
217056893	12	34	1
217058088	24	37	1
217058479	14	34	1
217059931	3	38	1
217061060	20	29	1
217064861	6	24	1
217073060	12	39	1
217075892	11	35	1
217079849	12	40	1
217081526	12	39	1
217084292	13	22	1
217085749	1	30	1
217088341	10	23	1
217088584	5	35	1
217090326	1	33	1
217091847	11	14	1
217092849	8	19	1
217098438	4	38	1
217100192	15	36	1
217100877	1	33	1
217102061	20	30	1
217102472	9	33	1
217103213	12	41	1
217104215	28	33	1
217104246	12	36	1
217104331	13	38	1
217104778	14	38	1
217106925	12	35	1
217116732	9	13	1
217117848	25	29	1
217120886	26	36	1
217122207	28	37	1
217122670	5	13	1
217122871	7	9	1
217124015	5	12	1
217124731	14	35	1
217128614	9	11	1
217130056	27	35	1
217132018	10	37	1
217132111	8	37	1
217133670	14	38	1
217133689	10	40	1
217133740	20	37	1
217134966	2	5	1
217136990	1	9	1
217137146	16	33	1
217145698	17	41	1
217151225	12	20	1
217153705	2	38	1
217153926	34	40	1
217154290	9	14	1
217159210	2	30	1
217159448	14	32	1
217161446	31	34	1
217161595	13	27	1
217162443	10	16	1
217162879	3	37	1
217164655	10	34	1
217165155	16	27	1
217165287	20	37	1
217165923	9	26	1
217166716	31	35	1
217167698	10	34	1
217168377	20	39	1
217172392	13	34	1
217172606	28	33	1
217173491	4	9	1
217173648	26	33	1
217174535	4	8	1
217177525	1	5	1
217178722	20	37	1
217178941	2	30	1
217180260	6	16	1
217180432	2	4	1
217181451	2	37	1
217181545	1	34	1
217184731	17	36	1
217185558	1	19	1
217187026	10	18	1
217192021	8	37	1
217193687	5	26	1
217194760	28	40	1
217199733	7	38	1
217200883	10	13	1
217203091	3	25	1
217204860	11	13	1
217206705	4	15	1
217207629	16	23	1
217214976	23	24	1
217215465	5	14	1
217217013	4	20	1
217222118	20	29	1
217222233	14	23	1
217224210	7	15	1
217227540	10	35	1
217228039	7	9	1
217228116	13	27	1
217230015	10	28	1
217230227	10	37	1
217230622	9	33	1
217236801	30	33	1
217237052	32	34	1
217237196	5	13	1
217238186	6	29	1
217238322	3	33	1
217238799	7	10	1
217240728	3	34	1
217245008	10	27	1
217245961	6	32	1
217246032	5	25	1
217246135	13	40	1
217246927	5	17	1
217248360	5	23	1
217249450	5	34	1
217249453	23	36	1
217252549	6	27	1
217255704	2	25	1
217256257	9	34	1
217261653	4	9	1
217262288	18	40	1
217263616	3	24	1
217265479	1	29	1
217270219	24	32	1
217276047	19	20	1
217277611	2	29	1
217280568	1	27	1
217282499	4	33	1
217285309	6	34	1
217287741	5	33	1
217293917	3	38	1
217294275	1	39	1
217298638	1	31	1
217302743	3	14	1
217308047	6	17	1
217324654	6	28	1
217326390	10	11	1
217333272	5	34	1
217334798	35	40	1
217334839	26	36	1
217337735	7	9	1
217341609	38	39	1
217342298	43	44	1
217349340	22	29	1
217349392	27	28	1
217350383	1	20	1
217351406	14	23	1
217352068	10	27	1
217352163	20	36	1
217352414	2	35	1
217352489	9	30	1
217352873	3	31	1
217355319	5	10	1
217355588	7	20	1
217356480	13	21	1
217357160	5	18	1
217359519	5	17	1
217362297	3	18	1
217362375	8	38	1
217362396	3	39	1
217363844	1	29	1
217363845	5	28	1
217364103	6	31	1
217364625	1	10	1
217368088	14	19	1
217370116	2	29	1
217375824	8	13	1
217376359	2	6	1
217376464	6	18	1
217377592	21	29	1
217382310	9	18	1
217385077	9	14	1
217387905	19	36	1
217389951	11	29	1
217397011	8	19	1
217399399	21	32	1
217403316	2	4	1
217403683	7	12	1
217406858	5	18	1
217407206	1	35	1
217409164	2	37	1
217417838	4	13	1
217418118	26	27	1
217418732	8	19	1
217418979	15	34	1
217419780	5	28	1
217421415	9	41	1
217421431	11	36	1
217421644	34	38	1
217422335	6	17	1
217423863	2	36	1
217423943	18	27	1
217426076	4	35	1
217426229	6	10	1
217426332	4	8	1
217427087	4	20	1
217429118	10	13	1
217429416	3	19	1
217435636	2	12	1
217435705	5	25	1
217436958	1	19	1
217438561	9	13	1
217439859	4	18	1
217440174	8	32	1
217443063	10	27	1
217446323	16	36	1
217447419	14	35	1
217449619	16	33	1
217450880	2	7	1
217451361	11	23	1
217452271	9	18	1
217453219	1	21	1
217455903	22	35	1
217456447	12	34	1
217462561	4	6	1
217466885	6	28	1
217468268	3	21	1
217471874	1	22	1
217471995	4	33	1
217472117	1	41	1
217472265	2	15	1
217473859	23	24	1
217473967	5	15	1
217480756	2	4	1
217483198	10	30	1
217483722	9	35	1
217486397	6	36	1
217486452	10	31	1
217487940	8	27	1
217488788	11	20	1
217491035	13	14	1
217491097	14	30	1
217492607	28	30	1
217493110	31	39	1
217494099	10	16	1
217496513	27	31	1
217497526	32	38	1
217497746	2	8	1
217497998	12	30	1
217499414	1	5	1
217500005	6	36	1
217505529	10	29	1
217506394	4	27	1
217507258	11	17	1
217507839	6	40	1
217511930	1	25	1
217521978	17	19	1
217523112	30	34	1
217525251	31	35	1
217535860	30	34	1
217559619	3	35	1
217560463	3	24	1
217561468	3	33	1
217563574	1	30	1
217573623	10	31	1
217573979	2	38	1
217583937	5	24	1
217584165	9	31	1
217584510	12	27	1
217595347	1	26	1
217597209	1	11	1
217598848	1	30	1
217603539	2	29	1
217606028	1	5	1
217657137	3	9	1
217671223	16	23	1
217680035	9	35	1
217704670	21	24	1
217715564	15	16	1
217718789	4	11	1
217721598	9	35	1
217725450	15	20	1
217727217	21	33	1
217737629	9	33	1
217739036	7	10	1
217744236	8	9	1
217746802	9	19	1
217747965	24	26	1
217753698	10	28	1
217754783	1	23	1
217756177	2	3	1
217760264	12	14	1
217760821	7	34	1
217762620	22	34	1
217765449	17	20	1
217766084	1	2	1
217769794	9	26	1
217770058	11	13	1
217780472	33	38	1
217781288	2	11	1
217783810	9	15	1
217786855	1	15	1
217798430	4	14	1
217804955	15	27	1
217821780	16	22	1
217827308	4	6	1
217830178	4	28	1
217830189	4	26	1
217835210	9	11	1
217837425	2	18	1
217838701	12	18	1
217889346	6	9	1
217891778	4	21	1
217893303	7	37	1
217893504	10	13	1
217894802	5	38	1
217905819	5	13	1
217925767	3	6	1
217926534	19	20	1
217931665	22	24	1
217933016	32	35	1
217935206	2	22	1
217946456	21	23	1
217951156	33	35	1
217952876	36	37	1
217967094	3	42	1
217985428	16	26	1
217988772	3	42	1
217989437	2	3	1
217992744	1	22	1
218009292	3	34	1
218009435	20	36	1
218009774	7	28	1
218013272	3	32	1
218016827	3	6	1
218018956	1	2	1
218026577	4	8	1
218029416	2	15	1
218030584	6	10	1
218031563	10	21	1
218038479	4	7	1
218039685	7	11	1
218044052	9	14	1
218047636	24	36	1
218056488	1	9	1
218061411	2	8	1
218063036	26	28	1
218064830	5	6	1
218067292	2	27	1
218067665	26	33	1
218076997	21	25	1
218077127	2	22	1
218077622	14	16	1
218080587	26	28	1
218081650	1	33	1
218083750	1	40	1
218084991	12	13	1
218085255	2	43	1
218090930	33	37	1
218094151	7	8	1
218097238	31	34	1
218097854	23	38	1
218099577	21	34	1
218108088	18	19	1
218108164	31	35	1
218108816	16	19	1
218118769	32	34	1
218118956	12	34	1
218122560	4	17	1
218124330	15	32	1
218124633	27	28	1
218125630	25	33	1
218126346	1	4	1
218127794	23	24	1
218129861	4	31	1
218133537	7	16	1
218133746	5	14	1
218135956	29	33	1
218136467	1	36	1
218136962	23	28	1
218146315	1	28	1
218146855	1	13	1
218146954	8	15	1
218147297	1	20	1
218147535	23	24	1
218148677	1	25	1
218149498	16	23	1
218149826	27	31	1
218151927	2	24	1
218156176	15	38	1
218156994	2	20	1
218158410	19	30	1
218159370	2	24	1
218163075	5	23	1
218165377	10	28	1
218166397	8	12	1
218167156	20	38	1
218169961	14	33	1
218172490	17	35	1
218176890	8	18	1
218179227	3	16	1
218180366	3	8	1
218191233	22	43	1
218193633	20	34	1
218198027	11	31	1
218198668	2	10	1
218204746	3	11	1
218208298	10	32	1
218209224	36	37	1
218209667	11	30	1
218214924	19	31	1
218217109	1	32	1
218220204	3	9	1
218224279	2	13	1
218227850	2	6	1
218243697	2	37	1
218245479	1	17	1
218246865	11	17	1
218247380	2	21	1
218248260	4	39	1
218248295	5	38	1
218251004	1	15	1
218251692	10	12	1
218253812	30	31	1
218261632	2	33	1
218263870	20	26	1
218265713	22	36	1
218268137	6	41	1
218275002	17	26	1
218280072	20	34	1
218280693	7	11	1
218284122	3	28	1
218285209	1	3	1
218289714	12	14	1
218293001	2	31	1
218296301	2	16	1
218297887	1	2	1
218297965	1	5	1
218300369	3	15	1
218302164	1	17	1
218304346	3	33	1
218308750	2	28	1
218309365	5	30	1
218312513	2	32	1
218314743	3	33	1
218327546	1	6	1
218331878	5	38	1
218333601	8	42	1
218333741	7	36	1
218346786	10	29	1
218347375	3	12	1
218351323	11	38	1
218352449	7	29	1
218353211	1	29	1
218363271	9	23	1
218363915	6	20	1
218368273	2	13	1
218372797	2	30	1
218378275	1	36	1
218387236	4	7	1
218391681	2	5	1
218394222	1	14	1
218397580	2	9	1
218408239	3	11	1
218414043	9	33	1
218416654	8	36	1
218417520	2	24	1
218422950	2	15	1
218432309	3	33	1
218436382	1	28	1
218458058	13	21	1
218458227	4	33	1
218475533	2	36	1
218485949	5	26	1
218490531	1	37	1
218492121	10	12	1
218516310	20	38	1
218523650	5	21	1
218525588	8	41	1
218539299	1	22	1
218542059	10	34	1
218543470	1	39	1
218553529	28	41	1
218556036	1	19	1
218556297	26	32	1
218559280	3	33	1
218559475	12	18	1
218564881	2	24	1
218566548	1	34	1
218568804	1	38	1
218568829	3	34	1
218573741	1	38	1
218579985	1	30	1
218581447	3	39	1
218581617	6	38	1
218582096	2	34	1
218585821	3	22	1
218586132	1	20	1
218587636	5	26	1
218589197	3	31	1
218596461	2	40	1
218597859	3	34	1
218598484	2	34	1
218604678	1	9	1
218609702	1	21	1
218619646	2	37	1
218623275	4	29	1
218624533	1	28	1
218632925	5	32	1
218647386	22	33	1
218654734	8	14	1
218663189	21	24	1
218689155	14	15	1
218698027	26	35	1
218705513	2	39	1
218705761	4	33	1
218706772	5	39	1
218708110	23	29	1
218708603	7	41	1
218711782	2	29	1
218711871	1	39	1
218714208	10	18	1
218717742	6	32	1
218718745	1	12	1
218719400	3	35	1
218721012	3	25	1
218726940	5	21	1
218730918	5	38	1
218731347	1	33	1
218732057	1	23	1
218739482	30	36	1
218748725	34	35	1
218748958	6	34	1
218758712	5	20	1
218762533	31	34	1
218786549	26	28	1
218786572	13	27	1
218788346	1	13	1
218790036	9	23	1
218791511	7	15	1
218794670	15	42	1
218811391	12	23	1
218812317	12	30	1
218833890	11	12	1
218844906	25	35	1
218851834	10	12	1
218857697	22	23	1
218858014	15	21	1
218858746	14	15	1
218860068	22	25	1
218863984	2	28	1
218864332	1	27	1
218870348	3	36	1
218880956	19	25	1
218889700	1	38	1
218893849	1	35	1
218901256	26	28	1
218903488	27	30	1
218903928	21	24	1
218904357	30	32	1
218906453	1	31	1
218907032	5	36	1
218910031	1	33	1
218910704	3	24	1
218917361	2	33	1
218932794	1	19	1
218933139	6	39	1
218938244	3	19	1
218938412	2	22	1
218938564	2	26	1
218940944	2	36	1
218944148	3	26	1
218944433	2	13	1
218944943	4	27	1
218946220	7	27	1
218948649	2	8	1
218950403	2	20	1
218957294	6	37	1
218958105	2	10	1
218979818	2	15	1
218981101	2	19	1
218981775	2	36	1
218988754	2	20	1
218995273	3	39	1
218997432	2	36	1
218999505	4	38	1
219001663	4	35	1
219004755	8	31	1
219013612	6	34	1
219020707	1	35	1
219023706	11	13	1
219036150	1	28	1
219049236	20	22	1
219053465	29	37	1
219054054	25	29	1
219058700	3	28	1
219059052	4	5	1
219061392	3	22	1
219064102	3	32	1
219065731	3	25	1
219068248	2	41	1
219071000	4	25	1
219072415	3	42	1
219073747	5	33	1
219073958	2	13	1
219077587	3	20	1
219079225	3	25	1
219085469	1	16	1
219088165	2	23	1
219088578	2	25	1
219089313	2	33	1
219090414	1	42	1
219094030	1	6	1
219094943	4	22	1
219101848	12	16	1
219104041	9	10	1
219106144	5	34	1
219106550	24	28	1
219117967	14	28	1
219134799	16	30	1
219142015	6	7	1
219143598	18	24	1
219143806	19	25	1
219144143	1	19	1
219149298	19	25	1
219163360	8	32	1
219167123	5	38	1
219167838	1	5	1
219176608	5	22	1
219178368	6	28	1
219182468	1	9	1
219200327	6	27	1
219208920	5	19	1
219215933	1	16	1
219217875	12	32	1
219222326	5	40	1
219222502	10	29	1
219222850	4	31	1
219224251	2	8	1
219235064	1	2	1
219248566	12	37	1
219248727	8	38	1
219248948	3	30	1
219249108	1	9	1
219257488	1	3	1
219259633	2	24	1
219263339	2	20	1
219273321	8	35	1
219273881	7	43	1
219298539	5	35	1
219300973	18	29	1
219305114	15	32	1
219306880	8	19	1
219307899	3	24	1
219319818	5	28	1
219325068	17	31	1
219338066	17	35	1
219338934	5	10	1
219338962	1	5	1
219343805	1	26	1
219350856	4	33	1
219355789	4	26	1
219364661	10	20	1
219367962	4	6	1
219383192	2	34	1
219394454	7	8	1
219402899	21	38	1
219421928	1	6	1
219433030	16	20	1
219436911	1	7	1
219437857	1	16	1
219442625	1	8	1
219445621	1	35	1
219447464	3	22	1
219448378	1	10	1
219451036	6	28	1
219459871	1	13	1
219459987	6	20	1
219463484	5	35	1
219465410	4	34	1
219467227	5	27	1
219472750	3	7	1
219477443	14	19	1
219478153	25	37	1
219479112	25	37	1
219480933	4	26	1
219482516	29	41	1
219484671	19	34	1
219486132	6	28	1
219486305	13	16	1
219491099	1	9	1
219492307	2	28	1
219496024	1	23	1
219497096	12	15	1
219498085	2	38	1
219503157	1	16	1
219507211	2	38	1
219508319	4	32	1
219516224	3	5	1
219522891	2	38	1
219533817	20	25	1
219534574	32	33	1
219538512	1	35	1
219539066	4	14	1
219542972	1	13	1
219545859	15	22	1
219547676	1	36	1
219548175	22	36	1
219548373	10	35	1
219557659	2	4	1
219557811	4	29	1
219564357	35	42	1
219566537	2	30	1
219572093	4	7	1
219578414	11	15	1
219578880	7	15	1
219580434	10	36	1
219581430	2	18	1
219581980	5	30	1
219585279	26	28	1
219586124	9	36	1
219588105	6	12	1
219588237	5	36	1
219588803	16	24	1
219590047	13	37	1
219593410	9	36	1
219602093	8	32	1
219604453	15	23	1
219609414	1	33	1
219612715	5	26	1
219617036	1	10	1
219618035	6	10	1
219619538	25	29	1
219622509	21	24	1
219624543	17	19	1
219627355	30	32	1
219633311	18	19	1
219633869	28	39	1
219634787	24	28	1
219636793	19	21	1
219637257	3	32	1
219639896	1	20	1
219640680	19	24	1
219641900	13	15	1
219642109	14	17	1
219644224	34	40	1
219646223	26	29	1
219649333	8	14	1
219649481	1	37	1
219651133	30	39	1
219653026	14	17	1
219653101	22	28	1
219654392	29	37	1
219654722	23	31	1
219657163	1	2	1
219663516	6	9	1
219665008	18	24	1
219668252	2	3	1
219670336	1	40	1
219671205	23	26	1
219673828	25	29	1
219676042	29	32	1
219678736	7	8	1
219681348	1	29	1
219686024	9	22	1
219687432	10	14	1
219688634	27	30	1
219693220	2	19	1
219694903	4	8	1
219700334	6	21	1
219700471	8	13	1
219700519	4	16	1
219700978	5	20	1
219704537	3	25	1
219706428	28	34	1
219708773	3	29	1
219710186	13	21	1
219712930	13	16	1
219721283	19	24	1
219722104	5	32	1
219723406	8	30	1
219727779	6	33	1
219729250	1	36	1
219735983	2	10	1
219736063	16	24	1
219739664	6	19	1
219739966	7	27	1
219740339	1	18	1
219741514	1	28	1
219741820	2	38	1
219742391	19	36	1
219742537	3	36	1
219742768	13	31	1
219743719	9	29	1
219748588	6	25	1
219749261	6	25	1
219750717	7	34	1
219751388	7	33	1
219753509	6	31	1
219753641	1	32	1
219754739	3	10	1
219754982	5	17	1
219759682	7	25	1
219760467	1	37	1
219786890	4	22	1
219789462	3	15	1
219797675	14	15	1
219798632	4	35	1
219802508	1	35	1
219809706	19	28	1
219811777	1	7	1
219812901	4	9	1
219825901	41	42	1
219830249	2	36	1
219832393	28	29	1
219836708	25	26	1
219838104	2	24	1
219842739	17	33	1
219849573	26	27	1
219865236	4	36	1
219866299	1	20	1
219874247	1	35	1
219877265	6	33	1
219881894	6	7	1
219889747	1	32	1
219911148	23	25	1
219911743	1	18	1
219913637	33	34	1
219914286	20	21	1
219917004	1	20	1
219918352	1	16	1
219919058	25	28	1
219919647	2	36	1
219919683	38	41	1
219919769	36	43	1
219920924	29	33	1
219923063	29	32	1
219923989	36	37	1
219924665	31	34	1
219925002	33	37	1
219931145	1	35	1
219931448	37	38	1
219934116	3	40	1
219934247	1	30	1
219936765	2	28	1
219937351	5	38	1
219938608	1	30	1
219938676	3	37	1
219943715	3	35	1
219947840	36	43	1
219947900	2	30	1
219954128	1	27	1
219954960	1	33	1
219956076	1	24	1
219957234	1	30	1
219957735	3	35	1
219957831	1	29	1
219958542	2	43	1
219959304	31	34	1
219961002	35	40	1
219961690	27	32	1
219961727	27	29	1
219962154	30	31	1
219963912	12	16	1
219964496	5	6	1
219964598	28	30	1
219966254	16	19	1
219967632	35	37	1
219968010	32	34	1
219975817	22	26	1
219979476	1	34	1
219980552	3	41	1
219980704	3	34	1
219982596	1	39	1
219983092	3	35	1
219983926	9	16	1
219984586	3	31	1
219995909	2	24	1
219999103	7	41	1
220032318	11	13	1
220036087	35	38	1
220050460	2	19	1
220052720	9	11	1
220056396	1	17	1
220068681	39	40	1
220070325	31	34	1
220070855	37	39	1
220071178	25	33	1
220077320	15	17	1
220078828	19	20	1
220079381	3	35	1
220082150	4	39	1
220083320	34	36	1
220098329	2	40	1
220098360	3	36	1
220107917	2	15	1
220111321	1	16	1
220114215	1	34	1
220116715	4	38	1
220117850	22	24	1
220119384	13	14	1
220130455	9	14	1
220136115	16	38	1
220141069	12	26	1
220142612	7	17	1
220145584	12	32	1
220155157	19	33	1
220155228	13	28	1
220155683	20	37	1
220156704	9	35	1
220160262	41	42	1
220163928	27	28	1
220165489	2	26	1
220168633	29	35	1
220181010	16	19	1
220190967	37	38	1
220196262	2	33	1
220204027	3	8	1
220214811	2	24	1
220217153	3	36	1
220263059	17	39	1
220264913	8	19	1
220282308	2	37	1
220302117	7	37	1
220314945	31	36	1
220321023	1	24	1
220339479	1	25	1
220366341	3	36	1
220380819	9	21	1
220385443	4	31	1
220392412	2	23	1
220401009	7	37	1
220414872	4	12	1
220444925	1	12	1
220448330	3	11	1
220454174	19	39	1
220455062	20	34	1
220463977	17	26	1
220467124	16	32	1
220471557	4	11	1
220471743	4	13	1
220472442	3	38	1
220472505	34	40	1
220473570	12	42	1
220474249	1	10	1
220489544	25	28	1
220495396	9	39	1
220497574	1	30	1
220498448	10	34	1
220499539	8	23	1
220501387	9	37	1
220504708	17	25	1
220505293	10	41	1
220506374	11	40	1
220512519	2	15	1
220512637	2	5	1
220523521	4	18	1
220535456	8	26	1
220539533	16	34	1
220548136	7	32	1
220548529	1	18	1
220548903	4	18	1
220556658	11	34	1
220556752	5	30	1
