GeneID	entrezID	ensemblID	Chrom	Start	End	Biotype
SCARNA14	692149	ENSG00000252712	15	66639545	66639680	snoRNA
MAP2K1	5604	ENSG00000169032	15	66679155	66784650	protein_coding
SNAPC5	10302	ENSG00000174446	15	66782473	66790151	protein_coding
MIR4512	100616149	ENSG00000266589	15	66789296	66789372	miRNA
RPL4	6124	ENSG00000174444	15	66790355	66816870	protein_coding
SNORD18C	595100	ENSG00000199574	15	66793588	66793656	snoRNA
SNORD18B	595099	ENSG00000202529	15	66794358	66794429	snoRNA
SNORD18A	595098	ENSG00000200623	15	66795581	66795652	snoRNA
ZWILCH	55055	ENSG00000174442	15	66797297	66842115	protein_coding
LCTL	197021	ENSG00000188501	15	66839517	66858317	protein_coding
SMAD6	4091	ENSG00000137834	15	66994566	67074338	protein_coding
SMAD3	4088	ENSG00000166949	15	67356101	67487533	protein_coding
AAGAB	79719	ENSG00000103591	15	67493371	67547533	protein_coding
IQCH	64799	ENSG00000103599	15	67547138	67794598	protein_coding
IQCH-AS1	100506686	ENSG00000259673	15	67695957	67814182	lincRNA
C15orf61	145853	ENSG00000189227	15	67813406	67819628	protein_coding
MAP2K5	5607	ENSG00000137764	15	67835047	68099461	protein_coding
SKOR1	390598	ENSG00000188779	15	68112042	68126899	protein_coding
RNU6-1	26827	ENSG00000206625	15	68132277	68132383	snRNA
PIAS1	8554	ENSG00000033800	15	68346517	68483096	protein_coding
CALML4	91860	ENSG00000129007	15	68483043	68498417	protein_coding
CLN6	54982	ENSG00000128973	15	68499330	68549549	protein_coding
FEM1B	10116	ENSG00000169018	15	68570141	68588203	protein_coding
ITGA11	22801	ENSG00000137809	15	68594050	68724501	protein_coding
CORO2B	10391	ENSG00000103647	15	68871308	69020145	protein_coding
ANP32A	8125	ENSG00000140350	15	69070874	69113236	protein_coding
MIR4312	100422971	ENSG00000265195	15	69094189	69094264	miRNA
SPESP1	246777	ENSG00000258484	15	69110560	69239150	protein_coding
NOX5	79400	ENSG00000255346	15	69222864	69355083	protein_coding
GLCE	26035	ENSG00000138604	15	69452923	69564556	protein_coding
PAQR5	54852	ENSG00000137819	15	69591286	69700119	protein_coding
KIF23	9493	ENSG00000137807	15	69706585	69740764	protein_coding
RPLP1	6176	ENSG00000137818	15	69745123	69748255	protein_coding
LINC00593	414926	ENSG00000259703	15	70127573	70135459	lincRNA
TLE3	7090	ENSG00000140332	15	70340129	70390515	protein_coding
MIR629	693214	ENSG00000207965	15	70371711	70371807	miRNA
UACA	55075	ENSG00000137831	15	70946893	71055932	protein_coding
LARP6	55323	ENSG00000166173	15	71123863	71146498	protein_coding
LRRC49	54839	ENSG00000137821	15	71145578	71342414	protein_coding
THAP10	56906	ENSG00000129028	15	71173681	71185124	protein_coding
THSD4	79875	ENSG00000187720	15	71389291	72075722	protein_coding
CT62	196993	ENSG00000225362	15	71402583	71407833	protein_coding
MYO9A	4649	ENSG00000066933	15	72114632	72410918	protein_coding
SENP8	123228	ENSG00000166192	15	72406599	72433311	protein_coding
PKM	5315	ENSG00000067225	15	72491370	72524164	protein_coding
PARP6	56965	ENSG00000137817	15	72533522	72565340	protein_coding
CELF6	60677	ENSG00000140488	15	72577068	72612470	protein_coding
HEXA	3073	ENSG00000213614	15	72635775	72668817	protein_coding
TMEM202	338949	ENSG00000187806	15	72690614	72700370	protein_coding
ARIH1	25820	ENSG00000166233	15	72766667	72879692	protein_coding
MIR630	693215	ENSG00000207690	15	72879558	72879654	miRNA
GOLGA6B	55889	ENSG00000215186	15	72947079	72958735	protein_coding
BBS4	585	ENSG00000140463	15	72978527	73030817	protein_coding
ADPGK	83440	ENSG00000159322	15	73043710	73078187	protein_coding
NEO1	4756	ENSG00000067141	15	73344051	73597547	protein_coding
HCN4	10021	ENSG00000138622	15	73612200	73661605	protein_coding
NPTN	27020	ENSG00000156642	15	73852355	73926475	protein_coding
CD276	80381	ENSG00000103855	15	73976307	74006859	protein_coding
TBC1D21	161514	ENSG00000167139	15	74165949	74181555	protein_coding
LOXL1	4016	ENSG00000129038	15	74218330	74244478	protein_coding
STOML1	9399	ENSG00000067221	15	74275547	74286963	protein_coding
PML	5371	ENSG00000140464	15	74287014	74340153	protein_coding
GOLGA6A	342096	ENSG00000159289	15	74362198	74374891	protein_coding
ISLR2	57611	ENSG00000167178	15	74392652	74430881	protein_coding
ISLR	3671	ENSG00000129009	15	74466012	74469213	protein_coding
STRA6	64220	ENSG00000137868	15	74471807	74504608	protein_coding
CCDC33	80125	ENSG00000140481	15	74509613	74628813	protein_coding
CYP11A1	1583	ENSG00000140459	15	74630100	74660081	protein_coding
SEMA7A	8482	ENSG00000138623	15	74701630	74726808	protein_coding
UBL7	84993	ENSG00000138629	15	74738318	74753523	protein_coding
ARID3B	10620	ENSG00000179361	15	74833518	74890472	protein_coding
CLK3	1198	ENSG00000179335	15	74890841	74932057	protein_coding
EDC3	80153	ENSG00000179151	15	74922899	74988633	protein_coding
CYP1A1	1543	ENSG00000140465	15	75011883	75017951	protein_coding
CYP1A2	1544	ENSG00000140505	15	75041185	75048543	protein_coding
CSK	1445	ENSG00000103653	15	75074398	75095539	protein_coding
MIR4513	100616183	ENSG00000264386	15	75081013	75081098	miRNA
LMAN1L	79748	ENSG00000140506	15	75105057	75118099	protein_coding
CPLX3	594855	ENSG00000213578	15	75118888	75124141	protein_coding
ULK3	25989	ENSG00000140474	15	75128457	75135687	protein_coding
SCAMP2	10066	ENSG00000140497	15	75136071	75165706	protein_coding
MPI	4351	ENSG00000178802	15	75182346	75191798	protein_coding
FAM219B	57184	ENSG00000178761	15	75192328	75199462	protein_coding
COX5A	9377	ENSG00000178741	15	75212132	75230509	protein_coding
RPP25	54913	ENSG00000178718	15	75246757	75249805	protein_coding
SCAMP5	192683	ENSG00000198794	15	75249560	75313837	protein_coding
PPCDC	60490	ENSG00000138621	15	75315896	75409803	protein_coding
C15orf39	56905	ENSG00000167173	15	75487984	75504510	protein_coding
GOLGA6C	653641	ENSG00000167195	15	75550940	75562540	protein_coding
GOLGA6D	653643	ENSG00000140478	15	75575176	75586816	protein_coding
COMMD4	54939	ENSG00000140365	15	75628232	75634268	protein_coding
NEIL1	79661	ENSG00000140398	15	75639296	75647592	protein_coding
MIR631	693216	ENSG00000207636	15	75645952	75646026	miRNA
MAN2C1	4123	ENSG00000140400	15	75648133	75660971	protein_coding
SIN3A	25942	ENSG00000169375	15	75661720	75748183	protein_coding
PTPN9	5780	ENSG00000169410	15	75759462	75871630	protein_coding
SNUPN	10073	ENSG00000169371	15	75890424	75918810	protein_coding
IMP3	55272	ENSG00000177971	15	75931426	75941047	protein_coding
SNX33	257364	ENSG00000173548	15	75940247	75954642	protein_coding
CSPG4	1464	ENSG00000173546	15	75966663	76005189	protein_coding
ODF3L1	161753	ENSG00000182950	15	76016318	76020029	protein_coding
MIR4313	100423035	ENSG00000261043	15	76051842	76054746	lincRNA
UBE2Q2	92912	ENSG00000140367	15	76135622	76193419	protein_coding
FBXO22	26263	ENSG00000167196	15	76196200	76227609	protein_coding
NRG4	145957	ENSG00000169752	15	76228310	76352136	protein_coding
ETFA	2108	ENSG00000140374	15	76507696	76603813	protein_coding
ISL2	64843	ENSG00000159556	15	76629065	76634817	protein_coding
SCAPER	49855	ENSG00000140386	15	76640526	77197785	protein_coding
MIR3713	100500855	ENSG00000266449	15	76878988	76879032	miRNA
RCN2	5955	ENSG00000117906	15	77223960	77242601	protein_coding
PSTPIP1	9051	ENSG00000140368	15	77285700	77329673	protein_coding
TSPAN3	10099	ENSG00000140391	15	77336359	77376326	protein_coding
PEAK1	79834	ENSG00000173517	15	77400471	77712486	protein_coding
HMG20A	10363	ENSG00000140382	15	77712754	77777949	protein_coding
LINGO1	84894	ENSG00000169783	15	77905369	78113242	protein_coding
TBC1D2B	23102	ENSG00000167202	15	78276378	78370066	protein_coding
MIR1827	100302217	ENSG00000221476	15	78330873	78330937	miRNA
SH2D7	646892	ENSG00000183476	15	78370150	78397251	protein_coding
CIB2	10518	ENSG00000136425	15	78396948	78423886	protein_coding
IDH3A	3419	ENSG00000166411	15	78423840	78464291	protein_coding
ACSBG1	23205	ENSG00000103740	15	78459810	78538030	protein_coding
DNAJA4	55466	ENSG00000140403	15	78556428	78574538	protein_coding
WDR61	80349	ENSG00000140395	15	78570177	78592136	protein_coding
CRABP1	1381	ENSG00000166426	15	78632666	78640572	protein_coding
IREB2	3658	ENSG00000136381	15	78729773	78793798	protein_coding
HYKK	123688	ENSG00000188266	15	78799906	78829714	protein_coding
PSMA4	5685	ENSG00000041357	15	78832747	78841604	protein_coding
CHRNA5	1138	ENSG00000169684	15	78857862	78887611	protein_coding
CHRNA3	1136	ENSG00000080644	15	78885394	78913637	protein_coding
CHRNB4	1143	ENSG00000117971	15	78916461	79020096	protein_coding
ADAMTS7	11173	ENSG00000136378	15	79051545	79103773	protein_coding
MORF4L1	10933	ENSG00000185787	15	79102829	79190475	protein_coding
CTSH	1512	ENSG00000103811	15	79213400	79241916	protein_coding
RASGRF1	5923	ENSG00000058335	15	79252289	79383115	protein_coding
MIR184	406960	ENSG00000207695	15	79502130	79502213	miRNA
ANKRD34C	390616	ENSG00000235711	15	79575146	79590580	protein_coding
TMED3	23423	ENSG00000166557	15	79603404	79704334	protein_coding
KIAA1024	23251	ENSG00000169330	15	79724858	79764632	protein_coding
MTHFS	10588	ENSG00000136371	15	80125927	80189721	protein_coding
ST20-MTHFS	100528021	ENSG00000259332	15	80137537	80216096	protein_coding
ST20	400410	ENSG00000180953	15	80191182	80216044	protein_coding
BCL2A1	597	ENSG00000140379	15	80253231	80263788	protein_coding
ZFAND6	54469	ENSG00000086666	15	80351910	80430735	protein_coding
FAH	2184	ENSG00000103876	15	80444832	80479288	protein_coding
LINC00927	283688	ENSG00000259361	15	80555410	80634147	lincRNA
ARNT2	9915	ENSG00000172379	15	80696692	80890278	protein_coding
MIR5572	100847042	ENSG00000266542	15	80873444	80873580	miRNA
ABHD17C	58489	ENSG00000136379	15	80972025	81047962	protein_coding
MIR4514	100616181	ENSG00000265855	15	81289758	81289814	miRNA
IL16	3603	ENSG00000172349	15	81451916	81605104	protein_coding
STARD5	80765	ENSG00000172345	15	81601394	81616524	protein_coding
TMC3	342125	ENSG00000188869	15	81623558	81666554	protein_coding
MEX3B	84206	ENSG00000183496	15	82334119	82338482	protein_coding
GOLGA6L10	647042	ENSG00000205281	15	82635130	82641706	protein_coding
GOLGA6L9	440295	ENSG00000197978	15	82722223	82731338	protein_coding
RPS17	6218	ENSG00000184779	15	82821158	82824972	protein_coding
CPEB1	64506	ENSG00000214575	15	83211951	83317612	protein_coding
AP3B2	8120	ENSG00000103723	15	83328033	83378666	protein_coding
SCARNA15	677778	ENSG00000252690	15	83421636	83425960	snoRNA
FSD2	123722	ENSG00000186628	15	83424114	83474822	protein_coding
WHAMM	123720	ENSG00000156232	15	83478380	83503611	protein_coding
HOMER2	9455	ENSG00000103942	15	83509838	83654661	protein_coding
C15orf40	123207	ENSG00000169609	15	83657193	83680393	protein_coding
BTBD1	53339	ENSG00000064726	15	83685174	83736106	protein_coding
MIR4515	100616404	ENSG00000263643	15	83736087	83736167	miRNA
TM6SF1	53346	ENSG00000136404	15	83776159	83813606	protein_coding
BNC1	646	ENSG00000169594	15	83924655	83953466	protein_coding
SH3GL3	6457	ENSG00000140600	15	84115980	84287495	protein_coding
ADAMTSL3	57188	ENSG00000156218	15	84322838	84708594	protein_coding
UBE2Q2L	100505679	ENSG00000259511	15	84841242	84850986	protein_coding
ZSCAN2	54993	ENSG00000176371	15	85144217	85171027	protein_coding
WDR73	84942	ENSG00000177082	15	85185999	85197574	protein_coding
NMB	4828	ENSG00000197696	15	85198360	85201794	protein_coding
SEC11A	23478	ENSG00000140612	15	85212775	85259947	protein_coding
ZNF592	9640	ENSG00000166716	15	85291866	85349659	protein_coding
ALPK3	57538	ENSG00000136383	15	85359911	85416713	protein_coding
SLC28A1	9154	ENSG00000156222	15	85427885	85518876	protein_coding
PDE8A	5151	ENSG00000073417	15	85523671	85682376	protein_coding
AKAP13	11214	ENSG00000170776	15	85923802	86292586	protein_coding
KLHL25	64410	ENSG00000183655	15	86302554	86338261	protein_coding
MIR1276	100302121	ENSG00000221634	15	86313727	86313809	miRNA
MIR548AP	100847084	ENSG00000264406	15	86368866	86368961	miRNA
AGBL1	123624	ENSG00000166748	15	86685227	87572283	protein_coding
LINC00052	145978	ENSG00000259527	15	88120160	88122917	lincRNA
NTRK3	4916	ENSG00000140538	15	88418230	88799999	protein_coding
NTRK3-AS1	283738	ENSG00000260305	15	88795961	88814297	lincRNA
MRPL46	26589	ENSG00000259494	15	89002707	89010650	protein_coding
MRPS11	64963	ENSG00000181991	15	89010684	89022222	protein_coding
DET1	55070	ENSG00000140543	15	89054790	89089906	protein_coding
MIR1179	100302235	ENSG00000221630	15	89151338	89151428	miRNA
MIR7-2	407044	ENSG00000207703	15	89155056	89155165	miRNA
AEN	64782	ENSG00000181026	15	89164527	89175513	protein_coding
ISG20	3669	ENSG00000172183	15	89179384	89199714	protein_coding
ACAN	176	ENSG00000157766	15	89346674	89418585	protein_coding
HAPLN3	145864	ENSG00000140511	15	89420519	89438857	protein_coding
MFGE8	4240	ENSG00000140545	15	89441916	89456642	protein_coding
ABHD2	11057	ENSG00000140526	15	89630690	89745591	protein_coding
RLBP1	6017	ENSG00000140522	15	89753100	89764982	protein_coding
FANCI	55215	ENSG00000140525	15	89787180	89860492	protein_coding
POLG	5428	ENSG00000140521	15	89859534	89878092	protein_coding
MIR9-3	407051	ENSG00000207819	15	89911248	89911337	miRNA
RHCG	51458	ENSG00000140519	15	89998680	90039844	protein_coding
LINC00928	283761	ENSG00000259218	15	90048508	90067265	lincRNA
TICRR	90381	ENSG00000140534	15	90118713	90174287	protein_coding
KIF7	374654	ENSG00000166813	15	90152020	90198682	protein_coding
PLIN1	5346	ENSG00000166819	15	90207596	90222658	protein_coding
PEX11A	8800	ENSG00000166821	15	90220995	90234014	protein_coding
WDR93	56964	ENSG00000140527	15	90234028	90286869	protein_coding
MESP1	55897	ENSG00000166823	15	90291892	90294541	protein_coding
MESP2	145873	ENSG00000188095	15	90303822	90321982	protein_coding
ANPEP	290	ENSG00000166825	15	90328120	90358633	protein_coding
AP3S2	10239	ENSG00000157823	15	90373831	90437574	protein_coding
C15orf38-AP3S2	100526783	ENSG00000250021	15	90377540	90456114	protein_coding
MIR5094	100847059	ENSG00000264966	15	90393869	90393953	miRNA
MIR5009	100846993	ENSG00000264796	15	90427163	90427262	miRNA
ZNF710	374655	ENSG00000140548	15	90544624	90625438	protein_coding
MIR3174	100422841	ENSG00000265871	15	90549987	90550073	miRNA
IDH2	3418	ENSG00000182054	15	90626277	90645736	protein_coding
SEMA4B	10509	ENSG00000185033	15	90703836	90772911	protein_coding
CIB1	10519	ENSG00000185043	15	90773207	90777279	protein_coding
GDPGP1	390637	ENSG00000183208	15	90777040	90785315	protein_coding
NGRN	51335	ENSG00000182768	15	90808891	90816463	protein_coding
ZNF774	342132	ENSG00000196391	15	90895477	90909324	protein_coding
IQGAP1	8826	ENSG00000140575	15	90931450	91045475	protein_coding
CRTC3	64784	ENSG00000140577	15	91073157	91188577	protein_coding
BLM	641	ENSG00000197299	15	91260558	91358859	protein_coding
FURIN	5045	ENSG00000140564	15	91411822	91426688	protein_coding
FES	2242	ENSG00000182511	15	91426925	91439006	protein_coding
MAN2A2	4122	ENSG00000196547	15	91445448	91465814	protein_coding
UNC45A	55898	ENSG00000140553	15	91473410	91497323	protein_coding
HDDC3	374659	ENSG00000184508	15	91474148	91475799	protein_coding
RCCD1	91433	ENSG00000166965	15	91498100	91506349	protein_coding
PRC1	9055	ENSG00000198901	15	91509270	91538859	protein_coding
VPS33B	26276	ENSG00000184056	15	91541646	91565833	protein_coding
SV2B	9899	ENSG00000185518	15	91643180	91844539	protein_coding
SLCO3A1	28232	ENSG00000176463	15	92396925	92715665	protein_coding
ST8SIA2	8128	ENSG00000140557	15	92937058	93011958	protein_coding
C15orf32	145858	ENSG00000183643	15	93014884	93044347	protein_coding
LINC00930	100144604	ENSG00000258647	15	93111048	93115272	lincRNA
FAM174B	400451	ENSG00000185442	15	93160673	93353114	protein_coding
CHD2	1106	ENSG00000173575	15	93426526	93571237	protein_coding
MIR3175	100422995	ENSG00000264173	15	93447629	93447705	miRNA
RGMA	56963	ENSG00000182175	15	93586636	93632433	protein_coding
MCTP2	55784	ENSG00000140563	15	94774767	95023632	protein_coding
LINC00924	145820	ENSG00000259134	15	95976324	96051076	lincRNA
NR2F2	7026	ENSG00000185551	15	96869167	96883492	protein_coding
MIR1469	100302258	ENSG00000222651	15	96876490	96876536	miRNA
SPATA8	145946	ENSG00000185594	15	97326619	97328845	protein_coding
LINC00923	91948	ENSG00000251209	15	98285448	98417780	protein_coding
ARRDC4	91947	ENSG00000140450	15	98462784	98517068	protein_coding
FAM169B	283777	ENSG00000185087	15	98980391	99057611	protein_coding
IGF1R	3480	ENSG00000140443	15	99192200	99507759	protein_coding
MIR4714	100616432	ENSG00000264480	15	99327655	99327731	miRNA
PGPEP1L	145814	ENSG00000183571	15	99511459	99551024	protein_coding
SYNM	23336	ENSG00000182253	15	99638420	99675798	protein_coding
TTC23	64927	ENSG00000103852	15	99676528	99791428	protein_coding
LRRC28	123355	ENSG00000168904	15	99791567	99930934	protein_coding
MEF2A	4205	ENSG00000068305	15	100017370	100256671	protein_coding
LYSMD4	145748	ENSG00000183060	15	100255902	100273766	protein_coding
ADAMTS17	170691	ENSG00000140470	15	100511794	100882210	protein_coding
SPATA41	388182	ENSG00000189419	15	100884662	100890438	lincRNA
CERS3	204219	ENSG00000154227	15	100940600	101085200	protein_coding
ASB7	140460	ENSG00000183475	15	101142739	101191910	protein_coding
ALDH1A3	220	ENSG00000184254	15	101417919	101456831	protein_coding
LRRK1	79705	ENSG00000154237	15	101459420	101610317	protein_coding
CHSY1	22856	ENSG00000131873	15	101715928	101792137	protein_coding
SNRPA1	6627	ENSG00000131876	15	101821715	101835487	protein_coding
PCSK6	5046	ENSG00000140479	15	101840818	102065405	protein_coding
TM2D3	80213	ENSG00000184277	15	102161847	102192594	protein_coding
TARSL2	123283	ENSG00000185418	15	102193801	102264807	protein_coding
OR4F6	390648	ENSG00000184140	15	102345902	102346876	protein_coding
OR4F15	390649	ENSG00000182854	15	102358366	102359350	protein_coding
OR4F4	26682	ENSG00000177693	15	102462245	102463298	protein_coding
FAM138E	100124412	ENSG00000248893	15	102495088	102496615	lincRNA
POLR3K	51728	ENSG00000161980	16	96407	103628	protein_coding
SNRNP25	79622	ENSG00000161981	16	103010	107669	protein_coding
RHBDF1	64285	ENSG00000007384	16	108058	126354	protein_coding
MPG	4350	ENSG00000103152	16	127006	135852	protein_coding
NPRL3	8131	ENSG00000103148	16	134273	188859	protein_coding
HBZ	3050	ENSG00000130656	16	202686	204502	protein_coding
HBM	3042	ENSG00000206177	16	203891	216767	protein_coding
HBA2	3040	ENSG00000188536	16	222846	223709	protein_coding
HBA1	3039	ENSG00000206172	16	226679	227521	protein_coding
HBQ1	3049	ENSG00000086506	16	230452	231180	protein_coding
LUC7L	55692	ENSG00000007392	16	238968	279462	protein_coding
RGS11	8786	ENSG00000076344	16	318300	325980	protein_coding
ARHGDIG	398	ENSG00000242173	16	318726	333003	protein_coding
PDIA2	64714	ENSG00000185615	16	333152	337215	protein_coding
AXIN1	8312	ENSG00000103126	16	337440	402673	protein_coding
MRPL28	10573	ENSG00000086504	16	417384	420527	protein_coding
TMEM8A	58986	ENSG00000129925	16	420773	437113	protein_coding
NME4	4833	ENSG00000103202	16	446725	460367	protein_coding
DECR2	26063	ENSG00000242612	16	451826	462487	protein_coding
RAB11FIP3	9727	ENSG00000090565	16	475619	573011	protein_coding
CAPN15	6650	ENSG00000103326	16	577717	604636	protein_coding
MIR5587	100847028	ENSG00000266124	16	585316	585368	miRNA
MIR3176	100423037	ENSG00000266235	16	593277	593366	miRNA
PIGQ	9091	ENSG00000007541	16	616995	634136	protein_coding
NHLRC4	283948	ENSG00000257108	16	616996	619495	protein_coding
RAB40C	57799	ENSG00000197562	16	639357	679272	protein_coding
WFIKKN1	117166	ENSG00000127578	16	679239	684116	protein_coding
WDR90	197335	ENSG00000161996	16	699311	717833	protein_coding
RHOT2	89941	ENSG00000140983	16	718086	724174	protein_coding
RHBDL1	9028	ENSG00000103269	16	725666	728268	protein_coding
STUB1	10273	ENSG00000103266	16	730224	732870	protein_coding
JMJD8	339123	ENSG00000161999	16	731671	734529	protein_coding
WDR24	84219	ENSG00000127580	16	734622	740444	protein_coding
FBXL16	146330	ENSG00000127585	16	742500	755829	protein_coding
METRN	79006	ENSG00000103260	16	765115	769655	protein_coding
FAM173A	65990	ENSG00000103254	16	770581	772601	protein_coding
CCDC78	124093	ENSG00000162004	16	772582	776954	protein_coding
HAGHL	84264	ENSG00000103253	16	776936	785525	protein_coding
MSLN	10232	ENSG00000102854	16	810762	818865	protein_coding
MIR662	724032	ENSG00000207579	16	820183	820277	miRNA
RPUSD1	113000	ENSG00000007376	16	834974	838397	protein_coding
CHTF18	63922	ENSG00000127586	16	838046	850737	protein_coding
GNG13	51764	ENSG00000127588	16	848041	850733	protein_coding
PRR25	388199	ENSG00000167945	16	855443	863861	protein_coding
LMF1	64788	ENSG00000103227	16	903634	1031318	protein_coding
SOX8	30812	ENSG00000005513	16	1031808	1036979	protein_coding
SSTR5-AS1	146336	ENSG00000261713	16	1114093	1128707	lincRNA
SSTR5	6755	ENSG00000162009	16	1122756	1131454	protein_coding
C1QTNF8	390664	ENSG00000184471	16	1140005	1146244	protein_coding
CACNA1H	8912	ENSG00000196557	16	1203241	1271771	protein_coding
TPSG1	25823	ENSG00000116176	16	1271651	1275257	protein_coding
TPSB2	64499	ENSG00000197253	16	1277272	1280214	protein_coding
TPSAB1	7177	ENSG00000172236	16	1290697	1292555	protein_coding
TPSD1	23430	ENSG00000095917	16	1306060	1308532	protein_coding
UBE2I	7329	ENSG00000103275	16	1355548	1377019	protein_coding
BAIAP3	8938	ENSG00000007516	16	1383602	1399439	protein_coding
TSR3	115939	ENSG00000007520	16	1399241	1401912	protein_coding
GNPTG	84572	ENSG00000090581	16	1401924	1413352	protein_coding
UNKL	64718	ENSG00000059145	16	1413206	1464752	protein_coding
C16orf91	283951	ENSG00000174109	16	1469745	1479345	protein_coding
CCDC154	645811	ENSG00000197599	16	1484384	1494557	protein_coding
CLCN7	1186	ENSG00000103249	16	1494935	1525581	protein_coding
PTX4	390667	ENSG00000251692	16	1535887	1538982	protein_coding
TELO2	9894	ENSG00000100726	16	1543345	1560458	protein_coding
IFT140	9742	ENSG00000187535	16	1560428	1662111	protein_coding
TMEM204	79652	ENSG00000131634	16	1578689	1605581	protein_coding
MAPK8IP3	23162	ENSG00000138834	16	1756184	1820318	protein_coding
MIR3177	100423012	ENSG00000265820	16	1784986	1785067	miRNA
NME3	4832	ENSG00000103024	16	1820287	1821731	protein_coding
MRPS34	65993	ENSG00000074071	16	1821891	1823156	protein_coding
EME2	197342	ENSG00000197774	16	1823208	1831709	protein_coding
SPSB3	90864	ENSG00000162032	16	1826713	1843701	protein_coding
NUBP2	10101	ENSG00000095906	16	1832902	1839192	protein_coding
IGFALS	3483	ENSG00000099769	16	1840414	1844972	protein_coding
HAGH	3029	ENSG00000063854	16	1845621	1877195	protein_coding
FAHD1	81889	ENSG00000180185	16	1876968	1890208	protein_coding
MEIOB	254528	ENSG00000162039	16	1883984	1934295	protein_coding
HS3ST6	64711	ENSG00000162040	16	1961464	1968441	protein_coding
MSRB1	51734	ENSG00000198736	16	1988211	1993327	protein_coding
RPL3L	6123	ENSG00000140986	16	1993975	2007607	protein_coding
NDUFB10	4716	ENSG00000140990	16	2009509	2011976	protein_coding
RPS2	6187	ENSG00000140988	16	2012053	2014861	protein_coding
SNORA10	574042	ENSG00000206811	16	2012335	2012467	snoRNA
SNORA64	26784	ENSG00000207405	16	2012974	2013107	snoRNA
RNF151	146310	ENSG00000179580	16	2016824	2018976	protein_coding
TBL3	10607	ENSG00000183751	16	2022038	2032934	protein_coding
NOXO1	124056	ENSG00000196408	16	2028918	2034193	protein_coding
GFER	2671	ENSG00000127554	16	2034208	2037750	protein_coding
SYNGR3	9143	ENSG00000127561	16	2039661	2044276	protein_coding
ZNF598	90850	ENSG00000167962	16	2047655	2059824	protein_coding
NPW	283869	ENSG00000183971	16	2059927	2070756	protein_coding
SLC9A3R2	9351	ENSG00000065054	16	2075357	2089027	protein_coding
NTHL1	4913	ENSG00000065057	16	2089816	2097867	protein_coding
TSC2	7249	ENSG00000103197	16	2097466	2138716	protein_coding
PKD1	5310	ENSG00000008710	16	2138711	2185899	protein_coding
MIR1225	100188847	ENSG00000221656	16	2140196	2140285	miRNA
MIR4516	100616258	ENSG00000265867	16	2183120	2183205	miRNA
MIR3180-5	100500916	ENSG00000264397	16	2185978	2186130	miRNA
RAB26	25837	ENSG00000167964	16	2190804	2204166	protein_coding
SNORD60	26788	ENSG00000206630	16	2205024	2205106	snoRNA
TRAF7	84231	ENSG00000131653	16	2205699	2228130	protein_coding
CASKIN1	57524	ENSG00000167971	16	2227184	2246526	protein_coding
MLST8	64223	ENSG00000167965	16	2254249	2259417	protein_coding
BRICD5	283870	ENSG00000182685	16	2259254	2261951	protein_coding
PGP	283871	ENSG00000184207	16	2261998	2264808	protein_coding
E4F1	1877	ENSG00000167967	16	2273567	2285743	protein_coding
DNASE1L2	1775	ENSG00000167968	16	2285817	2288712	protein_coding
ECI1	1632	ENSG00000167969	16	2289396	2302301	protein_coding
RNPS1	10921	ENSG00000205937	16	2303117	2318413	protein_coding
MIR940	100126328	ENSG00000260778	16	2318156	2323419	lincRNA
MIR3677	100500812	ENSG00000266643	16	2320714	2320773	miRNA
MIR4717	100616241	ENSG00000264004	16	2324621	2324692	miRNA
ABCA3	21	ENSG00000167972	16	2325882	2390747	protein_coding
CCNF	899	ENSG00000162063	16	2479395	2508855	protein_coding
NTN3	4917	ENSG00000162068	16	2521500	2524146	protein_coding
TBC1D24	57465	ENSG00000162065	16	2525147	2555735	protein_coding
ATP6V0C	527	ENSG00000185883	16	2563871	2570219	protein_coding
AMDHD2	51005	ENSG00000162066	16	2570358	2581423	protein_coding
CEMP1	752014	ENSG00000205923	16	2577081	2581420	protein_coding
MIR3178	100422974	ENSG00000266232	16	2581923	2582006	miRNA
PDPK1	5170	ENSG00000140992	16	2587965	2653189	protein_coding
ERVK13-1	100507321	ENSG00000260565	16	2710350	2723445	lincRNA
KCTD5	54442	ENSG00000167977	16	2732476	2759031	protein_coding
PRSS27	83886	ENSG00000172382	16	2762419	2770552	protein_coding
SRRM2	23524	ENSG00000167978	16	2802330	2822539	protein_coding
PRSS33	260429	ENSG00000103355	16	2833954	2837949	protein_coding
PRSS21	10942	ENSG00000007038	16	2867164	2876305	protein_coding
ZG16B	124220	ENSG00000162078	16	2880170	2888967	protein_coding
PRSS22	64063	ENSG00000005001	16	2902728	2908171	protein_coding
FLYWCH2	114984	ENSG00000162076	16	2933187	2949383	protein_coding
FLYWCH1	84256	ENSG00000059122	16	2961938	3001209	protein_coding
KREMEN2	79412	ENSG00000131650	16	3013945	3018384	protein_coding
PKMYT1	9088	ENSG00000127564	16	3018025	3030540	protein_coding
PAQR4	124222	ENSG00000162073	16	3019246	3023490	protein_coding
LINC00514	283875	ENSG00000262152	16	3038962	3044510	lincRNA
CLDN9	9080	ENSG00000213937	16	3062457	3064506	protein_coding
CLDN6	9074	ENSG00000184697	16	3064713	3070072	protein_coding
TNFRSF12A	51330	ENSG00000006327	16	3068446	3072384	protein_coding
HCFC1R1	54985	ENSG00000103145	16	3072621	3074287	protein_coding
